step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
96,100.000000,16.681964,-434.833181,-487.241118,31.763576,4.415365,0.915387,0.117320,1.000000
97,100.000000,15.495595,-440.153155,-488.834003,33.690167,4.415365,0.915387,0.116837,1.000000
98,100.000000,15.452058,-448.294168,-496.838239,33.319571,4.415365,0.915387,0.116566,1.000000
99,100.000000,15.377140,-448.559415,-496.868126,33.332686,4.415365,0.915387,0.115700,1.000000
100,100.000000,16.478019,-447.880817,-499.648039,32.984624,4.415365,0.915387,0.115248,1.000000
101,100.000000,15.901769,-445.267884,-495.224764,33.034977,4.415365,0.915387,0.115196,1.000000
102,100.000000,16.701283,-440.804858,-493.273485,27.268648,4.415365,0.915387,0.115146,1.000000
103,100.000000,18.259860,-439.297683,-496.662725,28.506986,4.415365,0.915387,0.114808,1.000000
104,100.000000,17.997154,-432.108714,-488.648441,29.346046,4.415365,0.915387,0.114286,1.000000
105,100.000000,16.798800,-440.271076,-493.046063,31.330515,4.415365,0.915387,0.114151,1.000000
106,100.000000,16.798800,-444.532178,-497.307165,30.547624,4.415365,0.915387,0.114112,1.000000
107,100.000000,17.041145,-440.657940,-494.194277,34.176553,4.415365,0.915387,0.114259,1.000000
108,100.000000,17.041145,-441.790315,-495.326652,33.729123,4.415365,0.915387,0.114037,1.000000
109,100.000000,17.394509,-432.258782,-486.905244,30.917937,4.415365,0.915387,0.113909,1.000000
110,100.000000,16.219592,-432.824832,-483.780182,30.677537,4.415365,0.915387,0.114054,1.000000
111,100.000000,15.902252,-440.193705,-490.152103,30.965664,4.415365,0.915387,0.113750,1.000000
112,100.000000,15.902252,-439.930393,-489.888790,30.841709,4.415365,0.915387,0.113451,1.000000
113,100.000000,15.927985,-440.536662,-490.575904,31.497865,4.415365,0.915387,0.113421,1.000000
114,100.000000,15.927985,-442.299518,-492.338760,31.936410,4.415365,0.915387,0.112957,1.000000
115,100.000000,15.184065,-442.159520,-489.861666,31.138905,4.415365,0.915387,0.112586,1.000000
116,100.000000,15.184065,-443.197841,-490.899987,30.935818,4.415365,0.915387,0.112308,1.000000
117,100.000000,15.083944,-445.754447,-493.142056,30.739978,4.415365,0.915387,0.112203,1.000000
118,100.000000,15.343896,-442.803368,-491.007638,30.933971,4.415365,0.915387,0.112017,1.000000
119,100.000000,15.042801,-441.581224,-488.839576,31.151463,4.415365,0.915387,0.112167,1.000000
120,100.000000,16.444903,-438.282541,-489.945729,31.438494,4.415365,0.915387,0.112149,1.000000
121,100.000000,16.985351,-446.406593,-499.767647,31.557477,4.415365,0.915387,0.111967,1.000000
122,100.000000,16.713290,-447.244134,-499.750483,29.359145,4.415365,0.915387,0.111707,1.000000
123,100.000000,15.395882,-451.292976,-499.660567,22.337088,4.415365,0.915387,0.111935,1.000000
124,100.000000,15.125651,-451.064830,-498.583465,28.761055,4.415365,0.915387,0.111840,1.000000
125,100.000000,15.125651,-449.768390,-497.287025,29.666117,4.415365,0.915387,0.111270,1.000000
126,100.000000,14.658590,-449.601680,-495.652997,30.608810,4.415365,0.915387,0.110945,1.000000
127,100.000000,14.663044,-448.683891,-494.749203,29.421389,4.415365,0.915387,0.110469,1.000000
128,100.000000,14.336049,-447.990321,-493.028349,29.570959,4.415365,0.915387,0.110310,1.000000
129,100.000000,14.803299,-454.369113,-500.875049,28.268594,4.415365,0.915387,0.110154,1.000000
130,100.000000,15.027222,-449.360295,-496.569706,29.188110,4.415365,0.915387,0.110153,1.000000
131,100.000000,14.149440,-457.136622,-501.588399,30.140426,4.415365,0.915387,0.109924,1.000000
132,100.000000,15.686233,-452.450633,-501.730386,30.436883,4.415365,0.915387,0.109850,1.000000
133,100.000000,16.382125,-452.806714,-504.272677,31.759425,4.415365,0.915387,0.109627,1.000000
134,100.000000,15.177935,-453.585191,-501.268081,32.260900,4.415365,0.915387,0.109333,1.000000
135,100.000000,15.279575,-455.480385,-503.482586,31.976437,4.415365,0.915387,0.108971,1.000000
136,100.000000,15.470412,-451.114720,-499.716453,32.815016,4.415365,0.915387,0.108613,1.000000
137,100.000000,16.700166,-456.448641,-508.913761,35.442502,4.415365,0.915387,0.108768,1.000000
138,100.000000,17.750896,-451.675937,-507.442022,35.387782,4.415365,0.915387,0.108489,1.000000
139,100.000000,17.750896,-443.858898,-499.624982,36.778115,4.415365,0.915387,0.108357,1.000000
140,100.000000,17.372360,-443.751263,-498.328141,33.714103,4.415365,0.915387,0.108298,1.000000
141,100.000000,16.103839,-446.128762,-496.720465,33.355157,4.415365,0.915387,0.108028,1.000000
142,100.000000,16.103839,-447.901991,-498.493694,33.513679,4.415365,0.915387,0.107902,1.000000
143,100.000000,16.362209,-444.935791,-496.339188,32.786483,4.415365,0.915387,0.107917,1.000000
144,100.000000,16.362209,-444.609624,-496.013021,33.021348,4.415365,0.915387,0.107793,1.000000
145,100.000000,16.007531,-446.515253,-496.804396,31.105878,4.415365,0.915387,0.107808,1.000000
146,100.000000,16.305379,-445.379567,-496.604426,29.935518,4.415365,0.915387,0.107755,1.000000
147,100.000000,16.305379,-448.235755,-499.460614,29.784454,4.415365,0.915387,0.107297,1.000000
148,100.000000,16.294838,-439.540648,-490.732393,32.286118,4.415365,0.915387,0.107047,1.000000
149,100.000000,15.662992,-441.991098,-491.197839,32.222706,4.415365,0.915387,0.106600,1.000000
150,100.000000,15.582756,-436.358458,-485.313131,31.609888,4.415365,0.915387,0.106623,1.000000
151,100.000000,15.865920,-434.058692,-483.902950,31.352467,4.415365,0.915387,0.106250,1.000000
152,100.000000,15.720560,-430.721425,-480.109022,34.687097,4.415365,0.915387,0.106078,1.000000
153,100.000000,14.730149,-426.159136,-472.435264,35.077752,4.415365,0.915387,0.106169,1.000000
154,100.000000,15.243423,-427.194871,-475.083497,32.673133,4.415365,0.915387,0.106452,1.000000
155,100.000000,15.243423,-428.915066,-476.803693,32.037666,4.415365,0.915387,0.106218,1.000000
156,100.000000,15.283201,-437.872265,-485.885856,31.179235,4.415365,0.915387,0.106369,1.000000
157,100.000000,15.165426,-441.977695,-489.621287,30.334720,4.415365,0.915387,0.106203,1.000000
158,100.000000,16.013502,-442.457818,-492.765718,30.606052,4.415365,0.915387,0.105849,1.000000
159,100.000000,15.978540,-440.780389,-490.978453,30.478816,4.415365,0.915387,0.105625,1.000000
160,100.000000,16.496071,-435.910289,-487.734224,29.382613,4.415365,0.915387,0.105342,1.000000
161,100.000000,16.213740,-437.673299,-488.610264,26.882142,4.415365,0.915387,0.105123,1.000000
162,100.000000,16.367769,-435.126246,-486.547108,26.559868,4.415365,0.915387,0.104969,1.000000
163,100.000000,17.222928,-428.861431,-482.968854,27.279004,4.415365,0.915387,0.104695,1.000000
164,100.000000,17.251724,-438.482881,-492.680769,26.193105,4.415365,0.915387,0.104727,1.000000
165,100.000000,17.657633,-437.542731,-493.015822,27.960581,4.415365,0.915387,0.104759,1.000000
166,100.000000,17.666653,-444.966240,-500.467667,29.321101,4.415365,0.915387,0.104970,1.000000
167,100.000000,17.666653,-444.664078,-500.165506,28.793431,4.415365,0.915387,0.104643,1.000000
168,100.000000,17.666653,-442.979083,-498.480510,29.473958,4.415365,0.915387,0.104675,1.000000
169,100.000000,17.784427,-437.417995,-493.289421,28.481271,4.415365,0.915387,0.104588,1.000000
170,100.000000,17.784427,-441.350609,-497.222036,27.961165,4.415365,0.915387,0.104737,1.000000
171,100.000000,17.784427,-440.286011,-496.157437,27.767039,4.415365,0.915387,0.104593,1.000000
172,100.000000,17.784427,-442.182703,-498.054129,27.450327,4.415365,0.915387,0.104335,1.000000
173,100.000000,17.784427,-436.232081,-492.103507,26.300372,4.415365,0.915387,0.104368,1.000000
174,100.000000,17.687506,-434.106671,-489.673609,21.391696,4.415365,0.915387,0.104114,1.000000
175,100.000000,17.687506,-435.525606,-491.092543,21.459263,4.415365,0.915387,0.103977,1.000000
176,100.000000,17.523359,-434.835668,-489.886925,21.603511,4.415365,0.915387,0.103898,1.000000
177,100.000000,17.523359,-439.740453,-494.791711,9.790463,4.415365,0.915387,0.103708,1.000000
178,100.000000,18.486860,-438.550708,-496.628890,10.752567,4.415365,0.915387,0.103520,1.000000
179,100.000000,17.951709,-441.032384,-497.429340,11.958137,4.415365,0.915387,0.103611,1.000000
180,100.000000,18.065287,-429.291014,-486.044787,12.986328,4.415365,0.915387,0.103646,1.000000
181,100.000000,17.819445,-424.783307,-480.764744,12.262920,4.415365,0.915387,0.103681,1.000000
182,100.000000,18.011218,-428.427159,-485.011068,14.607576,4.415365,0.915387,0.103770,1.000000
183,100.000000,18.590300,-431.968372,-490.371523,16.064651,4.415365,0.915387,0.103859,1.000000
184,100.000000,18.590300,-432.474016,-490.877167,16.395017,4.415365,0.915387,0.103892,1.000000
185,100.000000,17.789787,-435.448930,-491.337194,14.387291,4.415365,0.915387,0.104086,1.000000
186,100.000000,16.404366,-432.962968,-484.498803,19.438491,4.415365,0.915387,0.104118,1.000000
187,100.000000,16.210350,-431.247664,-482.173981,17.969707,4.415365,0.915387,0.104043,1.000000
188,100.000000,16.963760,-425.173602,-478.466826,18.373186,4.415365,0.915387,0.104021,1.000000
189,100.000000,16.862561,-428.073470,-481.048768,16.428397,4.415365,0.915387,0.103789,1.000000
190,100.000000,18.447026,-421.388619,-479.341660,16.122016,4.415365,0.915387,0.103979,1.000000
191,100.000000,18.045893,-420.089753,-476.782597,15.769597,4.415365,0.915387,0.103958,1.000000
192,100.000000,15.914921,-420.694848,-470.693046,18.565448,4.415365,0.915387,0.104041,1.000000
193,100.000000,16.778574,-430.832860,-483.544304,19.733926,4.415365,0.915387,0.103969,1.000000
194,100.000000,15.376071,-429.454298,-477.759649,18.672541,4.415365,0.915387,0.104051,1.000000
195,100.000000,15.170299,-424.089631,-471.748531,8.336549,4.415365,0.915387,0.104286,1.000000
196,100.000000,15.170299,-428.973455,-476.632356,8.420628,4.415365,0.915387,0.104061,1.000000
197,100.000000,15.170299,-435.308153,-482.967054,19.946525,4.415365,0.915387,0.103889,1.000000
198,100.000000,15.772344,-428.927216,-478.477495,17.188053,4.415365,0.915387,0.104322,1.000000
199,100.000000,15.463088,-425.356249,-473.934973,15.905296,4.415365,0.915387,0.104400,1.000000
200,100.000000,17.594486,-420.111704,-475.386411,13.924751,4.415365,0.915387,0.104577,1.000000
201,100.000000,17.821251,-407.277322,-463.264435,13.105462,4.415365,0.915387,0.104653,1.000000
202,100.000000,18.896905,-402.592204,-461.958581,21.760700,4.415365,0.915387,0.104877,1.000000
203,100.000000,18.521207,-414.791879,-472.977967,25.776717,4.415365,0.915387,0.104902,1.000000
204,100.000000,18.296063,-421.609499,-479.088276,26.325959,4.415365,0.915387,0.104927,1.000000
205,100.000000,18.062955,-421.849231,-478.595678,26.026960,4.415365,0.915387,0.104806,1.000000
206,100.000000,18.062955,-427.451005,-484.197452,25.749242,4.415365,0.915387,0.104541,1.000000
207,100.000000,18.111277,-424.334785,-481.233039,26.242581,4.415365,0.915387,0.104375,1.000000
208,100.000000,18.065411,-430.956509,-487.710674,27.365792,4.415365,0.915387,0.104641,1.000000
209,100.000000,19.898653,-424.667737,-487.181197,25.267841,4.415365,0.915387,0.104762,1.000000
210,100.000000,19.823998,-425.370081,-487.649009,26.273898,4.415365,0.915387,0.104834,1.000000
211,100.000000,18.520743,-422.169491,-480.354121,25.536136,4.415365,0.915387,0.104717,1.000000
212,100.000000,19.335724,-422.809852,-483.554821,23.870610,4.415365,0.915387,0.104460,1.000000
213,100.000000,18.748411,-421.658577,-480.558447,24.945642,4.415365,0.915387,0.104393,1.000000
214,100.000000,18.748411,-427.209035,-486.108905,25.740135,4.415365,0.915387,0.104279,1.000000
215,100.000000,18.068795,-431.565695,-488.330488,27.543229,4.415365,0.915387,0.104398,1.000000
216,100.000000,18.220133,-431.191763,-488.431998,25.567837,4.415365,0.915387,0.104240,1.000000
217,100.000000,18.352436,-429.741821,-487.397700,24.934619,4.415365,0.915387,0.104312,1.000000
218,100.000000,18.731503,-430.831062,-489.677812,13.823262,4.415365,0.915387,0.104155,1.000000
219,100.000000,18.404873,-433.846517,-491.667130,17.952555,4.415365,0.915387,0.104091,1.000000
220,100.000000,19.076878,-435.294209,-495.225989,19.483751,4.415365,0.915387,0.104027,1.000000
221,100.000000,19.558079,-433.542491,-494.986007,18.525194,4.415365,0.915387,0.103919,1.000000
222,100.000000,18.565279,-434.271362,-492.595906,19.829143,4.415365,0.915387,0.103632,1.000000
223,100.000000,17.531645,-440.655723,-495.733008,19.327205,4.415365,0.915387,0.103616,1.000000
224,100.000000,18.330182,-444.408691,-501.994656,17.306963,4.415365,0.915387,0.103600,1.000000
225,100.000000,18.286294,-440.595449,-498.043537,19.678892,4.415365,0.915387,0.103407,1.000000
226,100.000000,18.052933,-443.789028,-500.503991,18.028044,4.415365,0.915387,0.103348,1.000000
227,100.000000,18.008412,-443.112485,-499.687581,16.772315,4.415365,0.915387,0.103246,1.000000
228,100.000000,17.594243,-440.736444,-496.010390,16.817224,4.415365,0.915387,0.103013,1.000000
229,100.000000,17.435819,-440.877392,-495.653633,18.011241,4.415365,0.915387,0.102870,1.000000
230,100.000000,17.760996,-446.152520,-501.950333,24.339548,4.415365,0.915387,0.102857,1.000000
231,100.000000,17.601307,-441.483470,-496.779606,24.780009,4.415365,0.915387,0.102672,1.000000
232,100.000000,17.601307,-440.025308,-495.321444,22.153171,4.415365,0.915387,0.102532,1.000000
233,100.000000,17.358392,-445.569116,-500.102112,23.042533,4.415365,0.915387,0.102393,1.000000
234,100.000000,17.815509,-448.767922,-504.736994,21.114931,4.415365,0.915387,0.102298,1.000000
235,100.000000,18.448399,-452.166247,-510.123602,20.247195,4.415365,0.915387,0.102331,1.000000
236,100.000000,18.448399,-458.916470,-516.873825,20.333671,4.415365,0.915387,0.102278,1.000000
237,100.000000,18.448399,-458.404169,-516.361524,22.424227,4.415365,0.915387,0.102227,1.000000
238,100.000000,18.448399,-457.761119,-515.718474,22.142702,4.415365,0.915387,0.102050,1.000000
239,100.000000,18.511942,-460.882812,-519.039794,24.935728,4.415365,0.915387,0.102083,1.000000
240,100.000000,17.385085,-458.659559,-513.276413,26.273024,4.415365,0.915387,0.101867,1.000000
241,100.000000,17.385085,-460.083438,-514.700293,26.804758,4.415365,0.915387,0.101653,1.000000
242,100.000000,17.206350,-463.417502,-517.472846,27.886672,4.415365,0.915387,0.101564,1.000000
243,100.000000,17.384675,-462.235346,-516.850912,26.921097,4.415365,0.915387,0.101475,1.000000
244,100.000000,18.767660,-460.650801,-519.611143,26.744795,4.415365,0.915387,0.101347,1.000000
245,100.000000,18.670199,-460.304135,-518.958294,26.463078,4.415365,0.915387,0.101382,1.000000
246,100.000000,18.441876,-455.624132,-513.560995,24.665014,4.415365,0.915387,0.101255,1.000000
247,100.000000,18.974868,-454.207919,-513.819226,23.925827,4.415365,0.915387,0.101129,1.000000
248,100.000000,18.974868,-457.665955,-517.277262,23.840632,4.415365,0.915387,0.101044,1.000000
249,100.000000,19.083211,-456.975889,-516.927563,24.391696,4.415365,0.915387,0.100960,1.000000
250,100.000000,19.120255,-452.340523,-512.408576,24.381062,4.415365,0.915387,0.101036,1.000000
251,100.000000,19.120255,-450.235046,-510.303099,24.490279,4.415365,0.915387,0.100913,1.000000
252,100.000000,18.739719,-448.926789,-507.799351,22.770719,4.415365,0.915387,0.100791,1.000000
253,100.000000,19.186014,-446.775788,-507.050429,22.542307,4.415365,0.915387,0.100591,1.000000
254,100.000000,17.982541,-446.734628,-503.228447,22.592274,4.415365,0.915387,0.100510,1.000000
255,100.000000,18.447798,-452.649298,-510.604765,26.014522,4.415365,0.915387,0.100430,1.000000
256,100.000000,18.719065,-444.455253,-503.262931,25.069314,4.415365,0.915387,0.100389,1.000000
257,100.000000,18.815585,-444.236818,-503.347722,23.267758,4.415365,0.915387,0.100310,1.000000
258,100.000000,18.750587,-444.759208,-503.665915,23.420394,4.415365,0.915387,0.100116,1.000000
259,100.000000,18.637361,-438.193123,-496.744119,21.565456,4.415365,0.915387,0.100154,1.000000
260,100.000000,18.100594,-439.254984,-496.119677,24.452399,4.415365,0.915387,0.100038,1.000000
261,100.000000,18.227660,-434.830419,-492.094301,17.254562,4.415365,0.915387,0.099924,1.000000
262,100.000000,18.227660,-432.158422,-489.422304,17.577696,4.415365,0.915387,0.099924,1.000000
263,100.000000,18.227660,-430.188302,-487.452184,14.932391,4.415365,0.915387,0.099811,1.000000
264,100.000000,18.111086,-423.515498,-480.413152,15.466466,4.415365,0.915387,0.099660,1.000000
265,100.000000,18.231460,-428.793705,-486.069527,18.322085,4.415365,0.915387,0.099737,1.000000
266,100.000000,18.164391,-430.745901,-487.811020,17.126247,4.415365,0.915387,0.099700,1.000000
267,100.000000,18.139085,-436.397107,-493.382723,19.425863,4.415365,0.915387,0.099701,1.000000
268,100.000000,18.139085,-441.250363,-498.235978,20.238092,4.415365,0.915387,0.099480,1.000000
269,100.000000,19.298261,-441.158886,-501.786162,18.413470,4.415365,0.915387,0.099519,1.000000
270,100.000000,18.665015,-443.496667,-502.134542,19.240715,4.415365,0.915387,0.099373,1.000000
271,100.000000,18.665015,-443.525991,-502.163865,19.996606,4.415365,0.915387,0.099118,1.000000
272,100.000000,18.667585,-443.296396,-501.942344,19.480624,4.415365,0.915387,0.099048,1.000000
273,100.000000,18.667585,-442.153331,-500.799280,17.819984,4.415365,0.915387,0.099015,1.000000
274,100.000000,18.412764,-441.832893,-499.678298,16.107605,4.415365,0.915387,0.099127,1.000000
275,100.000000,18.353432,-433.016320,-490.675328,17.918073,4.415365,0.915387,0.099058,1.000000
276,100.000000,18.338631,-431.169093,-488.781601,22.215796,4.415365,0.915387,0.099134,1.000000
277,100.000000,18.938651,-432.862556,-492.360083,21.957708,4.415365,0.915387,0.099029,1.000000
278,100.000000,19.116570,-432.082230,-492.138707,23.512083,4.415365,0.915387,0.098996,1.000000
279,100.000000,18.529641,-434.936843,-493.149426,22.235803,4.415365,0.915387,0.099000,1.000000
280,100.000000,18.779420,-438.088838,-497.086125,22.250292,4.415365,0.915387,0.099075,1.000000
281,100.000000,18.803484,-429.689914,-488.762802,21.505122,4.415365,0.915387,0.099043,1.000000
282,100.000000,18.441452,-428.346858,-486.282388,21.157355,4.415365,0.915387,0.098975,1.000000
